"checkings","duration","credit_history","purpose","amount","savings","employment_duration","installment_rate","personal_status_sex","other_debtors","present_residence","property","age","other_installment_plans","housing","number_credits","job","people_liable","telephone","foreign_worker","credit_risk"
"2",6,"1","repairs",433,"4","2","4","2","1","2","2",24,"1","1","1","3","1","1","2",1
"4",24,"2","furniture_equipment",2397,"3","5","3","3","1","2","3",35,"1","2","2_to_3","3","2","2","2",1
"2",6,"1","other",931,"2","2","1","2","1","1","2",32,"2","2","1","2","2","1","2",1
"2",15,"3","electronics_appliances",1512,"4","3","3","4","1","3","2",61,"2","2","2_to_3","3","2","1","2",1
"2",24,"0","travel",4241,"1","3","1","3","1","4","1",36,"3","2","4_or_more","2","2","2","2",1
"2",24,"4","car_used",4736,"1","2","2","2","1","4","3",25,"1","2","1","2","2","1","2",1
"3",15,"2","furniture_equipment",2327,"1","2","2","2","1","3","1",25,"3","2","1","2","2","1","2",1
"1",24,"1","car_used",6872,"1","2","2","1","1","1","2",55,"1","2","1","3","2","2","2",1
"2",36,"0","travel",1953,"1","5","4","3","1","4","4",61,"3","3","1","4","2","2","2",1
"3",18,"2","car_used",2864,"1","3","2","3","1","1","1",34,"3","2","1","2","1","1","2",1
"3",21,"4","repairs",2319,"1","2","2","1","1","1","3",33,"3","1","1","3","2","1","2",1
"1",24,"2","other",915,"5","5","4","2","1","2","3",29,"1","2","1","3","2","1","2",1
"3",24,"2","other",947,"1","4","4","3","1","3","4",38,"1","3","1","3","1","1","2",1
"1",24,"2","other",1381,"5","3","4","2","1","2","2",35,"3","2","1","3","2","1","2",1
"1",24,"2","other",1371,"5","3","4","2","1","4","1",25,"3","1","1","3","2","1","2",1
"2",18,"2","other",1042,"5","3","4","2","1","2","2",33,"3","2","1","3","2","1","2",1
"1",12,"2","other",900,"5","3","4","4","1","2","3",23,"3","2","1","3","2","1","2",1
"1",24,"2","other",1207,"1","2","4","2","1","4","2",24,"3","1","1","3","2","1","2",1
"2",18,"0","other",2278,"2","2","3","2","1","3","3",28,"3","2","2_to_3","3","2","1","2",1
"1",60,"3","travel",6836,"1","5","3","3","1","4","4",63,"3","2","2_to_3","3","2","2","2",1
"2",48,"2","travel",15672,"1","3","2","3","1","2","3",23,"3","2","1","3","2","2","2",1
"1",18,"2","furniture_equipment",3190,"1","3","2","2","1","2","1",24,"3","2","1","3","2","1","2",1
"2",9,"1","car_new",5129,"1","5","2","2","1","4","4",74,"1","3","1","4","1","2","2",1
"4",18,"3","car_used",1808,"1","4","4","2","1","1","1",22,"3","2","1","3","2","1","2",1
"3",10,"2","other",1240,"2","5","1","2","1","4","4",48,"3","3","1","2","1","1","2",1
"1",12,"2","other",759,"1","4","4","3","1","2","1",26,"3","2","1","3","2","1","2",1
"4",9,"2","car_used",1980,"1","2","2","2","2","2","3",19,"3","1","2_to_3","3","2","1","2",1
"2",48,"2","furniture_equipment",10961,"4","4","1","3","2","2","4",27,"1","2","2_to_3","3","2","2","2",1
"1",36,"3","repairs",6887,"1","3","4","3","1","3","2",29,"2","2","1","3","2","2","2",1
"1",24,"2","furniture_equipment",1938,"1","2","4","1","1","3","2",32,"3","2","1","3","2","1","2",1
"1",21,"2","furniture_equipment",1835,"1","3","3","2","1","2","1",25,"3","2","2_to_3","3","2","2","2",1
"1",12,"4","other",4843,"1","5","3","3","2","4","2",43,"3","1","2_to_3","3","2","2","2",1
"2",12,"2","electronics_appliances",639,"1","3","4","3","1","2","3",30,"3","2","1","3","2","1","2",1
"2",48,"2","furniture_equipment",5951,"1","3","2","2","1","2","1",22,"3","2","1","3","2","1","2",1
"2",36,"0","furniture_equipment",3804,"1","3","4","2","1","1","3",42,"3","2","1","3","2","2","2",1
"4",36,"3","furniture_equipment",4463,"1","3","4","3","1","2","3",26,"3","2","2_to_3","4","2","2","2",1
"4",36,"3","travel",7980,"5","2","4","3","1","4","3",27,"3","1","2_to_3","3","2","2","2",1
"3",36,"2","furniture_equipment",4210,"1","3","4","3","1","2","3",26,"3","2","1","3","2","1","2",1
"4",6,"2","car_used",4611,"1","2","1","2","1","4","2",32,"3","2","1","3","2","1","2",1
"2",24,"2","car_new",11560,"1","3","1","2","1","4","3",23,"3","1","2_to_3","4","2","1","2",1
"4",18,"0","travel",4165,"1","3","2","3","1","2","3",36,"2","2","2_to_3","3","1","1","2",1
"2",24,"2","car_used",4057,"1","4","3","1","1","3","3",43,"3","2","1","3","2","2","2",1
"4",18,"1","other",6458,"1","5","2","3","1","4","4",39,"1","2","2_to_3","4","1","2","2",1
"4",12,"2","other",1386,"3","3","2","2","1","2","2",26,"3","2","1","3","2","1","2",1
"1",36,"2","repairs",1977,"5","5","4","3","1","4","4",40,"3","2","1","4","2","2","2",1
"2",18,"4","car_used",1928,"1","2","2","3","1","2","1",31,"3","2","2_to_3","2","2","1","2",1
"4",12,"2","car_used",1123,"3","3","4","2","1","4","3",29,"3","1","1","2","2","1","2",1
"2",24,"2","business",11328,"1","3","2","3","2","3","3",29,"1","2","2_to_3","4","2","2","2",1
"2",24,"4","business",11938,"1","3","2","3","2","3","3",39,"3","2","2_to_3","4","1","2","2",1
"2",27,"4","furniture_equipment",2520,"3","3","4","3","1","2","2",23,"3","2","2_to_3","2","2","1","2",1
"2",60,"1","business",14782,"2","5","3","2","1","4","4",60,"1","3","2_to_3","4","2","2","2",1
"2",36,"2","furniture_equipment",2671,"2","3","4","2","2","4","4",50,"3","3","1","3","2","1","2",1
"2",36,"2","repairs",12612,"2","3","1","3","1","4","4",47,"3","3","1","3","1","2","2",1
"2",45,"2","furniture_equipment",3031,"2","3","4","3","3","4","2",21,"3","1","1","3","2","1","2",1
"1",12,"1","furniture_equipment",626,"1","3","4","2","1","4","1",24,"1","2","1","2","2","1","2",1
"2",24,"4","travel",1935,"1","5","4","1","1","4","1",31,"3","2","2_to_3","3","2","2","2",1
"4",18,"2","car_used",1533,"1","2","4","4","2","1","2",43,"3","2","1","2","1","1","2",1
"1",48,"2","other",3931,"1","4","4","3","1","4","4",46,"3","3","1","3","1","1","2",1
"1",24,"1","car_used",3349,"3","2","4","3","1","4","4",30,"3","3","1","3","1","2","2",1
"1",36,"2","furniture_equipment",2302,"1","3","4","1","1","4","3",31,"3","1","1","3","2","1","2",1
"1",42,"2","furniture_equipment",3965,"1","2","4","3","1","3","3",34,"3","2","1","3","2","1","2",1
"1",12,"2","furniture_equipment",727,"2","2","4","4","1","3","4",33,"3","2","1","2","2","2","2",1
"1",48,"2","travel",4308,"1","2","3","2","1","4","2",24,"3","1","1","3","2","1","2",1
"3",15,"4","furniture_equipment",1271,"5","3","3","3","1","4","4",39,"3","3","2_to_3","3","2","2","2",1
"2",36,"2","car_new",9398,"1","2","1","4","1","4","3",28,"3","1","1","4","2","2","2",1
"2",12,"2","car_used",951,"2","2","4","2","1","4","3",27,"1","1","4_or_more","3","2","1","2",1
"2",24,"2","other",1355,"1","2","3","2","1","4","3",25,"3","2","1","2","2","2","2",1
"4",36,"4","other",7855,"1","3","4","2","1","2","1",25,"2","2","2_to_3","3","2","2","2",1
"2",30,"4","other",4249,"1","1","4","4","1","2","3",28,"3","2","2_to_3","4","2","1","2",1
"1",48,"2","furniture_equipment",6758,"1","3","3","2","1","2","3",31,"3","2","1","3","2","2","2",1
"1",9,"2","furniture_equipment",1366,"1","2","3","2","1","4","2",22,"3","1","1","3","2","1","2",1
"1",24,"1","business",1358,"5","5","4","3","1","3","3",40,"2","2","1","4","2","2","2",1
"1",18,"2","car_used",2473,"1","1","4","3","1","1","3",25,"3","2","1","1","2","1","2",1
"3",9,"0","furniture_equipment",1337,"1","2","4","3","1","2","3",34,"3","2","2_to_3","4","2","2","2",1
"1",48,"2","other",7763,"1","5","4","3","1","4","4",42,"1","3","1","4","2","1","2",1
"2",48,"2","other",6560,"2","4","3","3","1","2","2",24,"3","2","1","3","2","1","2",1
"1",24,"2","other",3123,"1","2","4","2","1","1","2",27,"3","2","1","3","2","1","2",1
"1",36,"4","repairs",8065,"1","3","3","2","1","2","4",25,"3","2","2_to_3","4","2","2","2",1
"1",24,"2","furniture_equipment",2439,"1","2","4","2","1","4","1",35,"3","2","1","3","2","2","2",1
"2",60,"2","other",14027,"1","4","4","3","1","2","4",27,"3","2","1","4","2","2","2",1
"1",36,"4","car_new",9629,"1","4","4","3","1","4","3",24,"3","2","2_to_3","3","2","2","2",1
"2",24,"3","car_used",2064,"1","1","3","2","1","2","2",34,"3","2","1","4","2","2","2",1
"2",18,"2","car_new",12976,"1","1","3","2","1","4","4",38,"3","3","1","4","2","2","2",1
"4",21,"3","travel",2580,"3","2","4","3","1","2","1",41,"1","2","1","2","1","1","2",1
"2",27,"2","travel",3915,"1","3","4","3","1","2","3",36,"3","2","1","3","1","2","2",1
"4",10,"2","other",1309,"5","3","4","3","3","4","2",27,"3","2","1","2","2","1","2",1
"1",18,"0","car_used",3114,"1","2","1","2","1","4","2",26,"3","1","1","3","2","1","2",1
"1",18,"4","car_used",2124,"1","3","4","2","1","4","1",24,"3","1","2_to_3","3","2","1","2",1
"1",18,"1","car_used",1553,"1","3","4","3","1","3","3",44,"1","2","1","3","2","1","2",1
"1",30,"2","car_used",2406,"1","4","4","2","1","4","1",23,"3","1","1","3","2","1","2",1
"1",48,"0","car_used",7119,"1","3","3","3","1","4","4",53,"3","3","2_to_3","3","1","1","2",1
"1",12,"4","other",691,"1","5","4","3","1","3","2",35,"3","2","2_to_3","3","2","1","2",1
"1",42,"3","furniture_equipment",4370,"1","4","3","3","1","2","2",26,"1","2","2_to_3","3","1","2","2",1
"1",36,"1","car_used",2746,"1","5","4","3","1","4","3",31,"1","2","1","3","2","1","2",1
"1",24,"0","car_used",4110,"1","5","3","3","1","4","4",23,"1","1","2_to_3","3","1","1","2",1
"1",18,"2","car_used",2462,"1","3","2","3","1","2","3",22,"3","2","1","3","2","1","2",1
"1",12,"2","car_used",1282,"1","3","2","2","1","4","3",20,"3","1","1","3","2","1","2",1
"2",12,"0","car_used",2969,"1","2","4","2","1","3","2",25,"3","1","2_to_3","3","2","1","2",1
"1",48,"0","car_new",4605,"1","5","3","3","1","4","4",24,"3","3","2_to_3","3","1","1","2",1
"1",48,"4","car_new",6331,"1","5","4","3","1","4","4",46,"3","3","2_to_3","3","2","2","2",1
"1",24,"1","car_used",3552,"1","4","3","3","1","4","3",27,"1","2","1","3","2","1","2",1
"1",12,"1","other",697,"1","2","4","3","1","2","3",46,"1","2","2_to_3","3","2","2","2",1
"1",24,"2","other",1442,"1","4","4","2","1","4","3",23,"3","1","2_to_3","3","2","1","2",1
"1",27,"0","travel",5293,"1","1","2","3","1","4","2",50,"3","2","2_to_3","3","2","2","2",1
"1",21,"3","repairs",3414,"1","2","2","3","1","1","2",26,"2","2","2_to_3","3","2","1","2",1
"1",48,"2","car_new",10297,"1","4","4","3","1","4","4",39,"3","3","4_or_more","3","1","2","2",1
"2",48,"0","travel",14421,"1","3","2","3","1","2","3",25,"2","2","1","3","2","2","2",1
"1",12,"2","other",1274,"1","2","3","2","1","1","1",37,"1","2","1","2","2","1","2",1
"1",12,"2","other",1372,"1","4","2","1","1","3","3",36,"3","2","1","3","2","1","2",1
"1",16,"4","other",2625,"1","5","2","3","3","4","2",43,"3","1","1","3","2","2","1",1
"2",9,"2","car_used",959,"1","3","1","2","1","2","3",29,"1","2","1","3","2","1","2",1
"2",24,"2","other",1246,"1","2","4","3","1","2","1",23,"1","2","1","2","2","1","2",1
"2",36,"3","other",8086,"2","5","2","3","1","4","3",42,"2","2","4_or_more","4","2","2","2",1
"2",12,"2","other",888,"1","5","4","3","1","4","3",41,"1","2","1","2","1","1","2",1
"2",36,"2","other",12389,"5","3","1","3","1","4","4",37,"1","3","1","3","2","2","2",1
"1",12,"2","furniture_equipment",709,"1","5","4","3","1","4","1",57,"3","2","1","2","2","1","2",1
"2",15,"1","other",6850,"2","1","1","3","1","2","2",34,"2","2","1","4","1","2","2",1
"4",10,"2","car_used",2210,"1","3","2","3","1","2","1",25,"3","1","1","2","2","1","2",1
"4",30,"1","car_new",7485,"5","1","4","2","1","1","1",53,"1","2","1","4","2","2","2",1
"1",18,"1","other",1442,"1","4","4","3","1","4","4",32,"1","3","2_to_3","2","1","1","2",1
"2",45,"4","furniture_equipment",4746,"1","2","4","3","1","2","2",24,"1","2","2_to_3","2","2","1","2",1
"2",21,"2","travel",1188,"1","5","2","2","1","4","2",39,"3","2","1","3","1","1","2",1
"2",21,"2","travel",2767,"2","5","4","1","1","2","3",61,"3","1","2_to_3","2","2","1","2",1
"2",30,"2","car_used",3441,"2","3","2","2","2","4","3",21,"1","1","1","3","2","1","2",1
"2",30,"0","travel",4280,"2","3","4","2","1","4","3",26,"3","1","2_to_3","2","2","1","2",1
"2",24,"2","furniture_equipment",3092,"2","2","3","4","1","2","3",22,"3","1","1","3","2","2","2",1
"4",18,"2","other",6761,"5","3","2","3","1","4","3",68,"2","1","2_to_3","3","2","1","2",1
"2",12,"2","furniture_equipment",1331,"1","2","2","3","1","1","3",22,"3","2","1","3","2","1","2",1
"1",24,"2","car_used",3234,"1","2","4","2","1","4","1",23,"3","1","1","2","2","2","2",1
"2",48,"2","car_used",9960,"1","2","1","2","1","2","3",26,"1","2","1","3","2","2","2",1
"4",24,"3","travel",8648,"1","2","2","3","1","2","3",27,"1","2","2_to_3","3","2","2","2",1
"1",45,"2","furniture_equipment",1845,"1","3","4","3","1","4","4",23,"3","3","1","3","2","2","2",1
"1",21,"1","other",1647,"5","3","4","3","1","2","2",40,"1","2","2_to_3","2","1","1","2",1
"4",48,"2","travel",4844,"1","1","3","3","1","2","3",33,"3","1","1","4","2","2","2",1
"2",27,"0","travel",8318,"1","5","2","2","1","4","4",42,"2","3","2_to_3","4","2","2","2",1
"1",45,"0","travel",11816,"1","5","2","3","1","4","3",29,"3","1","2_to_3","3","2","1","2",1
"1",6,"2","repairs",448,"1","2","4","2","1","4","2",23,"3","2","1","3","2","1","2",1
"1",30,"2","electronics_appliances",11998,"1","2","1","1","1","1","4",34,"1","2","1","2","2","2","2",1
"1",6,"2","other",14896,"1","5","1","3","1","4","4",68,"1","2","1","4","2","2","2",1
"2",12,"2","car_used",2762,"5","5","1","2","1","2","2",25,"3","2","1","3","2","2","2",1
"1",12,"2","car_new",3386,"1","5","3","3","1","4","4",35,"3","3","1","3","2","2","2",1
"2",24,"2","furniture_equipment",2039,"1","2","1","4","1","1","2",22,"3","2","1","3","2","2","2",1
"4",18,"3","travel",2169,"1","3","4","4","1","2","3",28,"3","2","1","3","2","2","2",1
"2",48,"4","car_used",5096,"1","3","2","2","1","3","3",30,"3","2","1","4","2","2","2",1
"1",48,"2","furniture_equipment",6999,"1","4","1","4","3","1","1",34,"3","2","2_to_3","3","2","2","2",1
"1",14,"2","other",8978,"1","5","1","1","1","4","2",45,"3","2","1","4","2","2","1",1
"1",12,"2","furniture_equipment",674,"2","4","4","4","1","1","2",20,"3","2","1","3","2","1","2",1
"1",18,"2","other",976,"1","2","1","2","1","2","3",23,"3","2","1","2","2","1","2",1
"2",24,"2","other",2718,"1","3","3","2","1","4","2",20,"3","1","1","2","2","2","2",1
"2",24,"2","car_new",12579,"1","5","4","2","1","2","4",44,"3","3","1","4","2","2","2",1
"1",18,"2","car_new",7511,"5","5","1","3","1","4","2",51,"3","3","1","3","1","2","2",1
"1",18,"4","other",3966,"1","5","1","2","1","4","1",33,"1","1","4_or_more","3","2","2","2",1
"1",12,"0","furniture_equipment",6199,"1","3","4","3","1","2","2",28,"3","1","2_to_3","3","2","2","2",1
"1",24,"2","furniture_equipment",1987,"1","3","2","3","1","4","1",21,"3","1","1","2","1","1","2",1
"1",24,"2","other",2303,"1","5","4","3","2","1","1",45,"3","2","1","3","2","1","2",1
"4",21,"4","other",12680,"5","5","4","3","1","4","4",30,"3","3","1","4","2","2","2",1
"2",12,"2","furniture_equipment",6468,"5","1","2","3","1","1","4",52,"3","2","1","4","2","2","2",1
"1",30,"2","car_used",6350,"5","5","4","3","1","4","2",31,"3","2","1","3","2","1","2",1
